src/components/profile/projects.tsx(1062,14): error TS17008: JSX element 'Form' has no corresponding closing tag.
../server/routes-broken.ts(2709,24): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2709,29): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2709,42): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2709,62): error TS1005: ';' expected.
../server/routes-broken.ts(2709,66): error TS1443: Module declaration names may only use ' or " quoted strings.
../server/routes-broken.ts(2713,24): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2714,21): error TS1005: ';' expected.
../server/routes-broken.ts(2740,24): error TS1146: Declaration expected.
../server/routes-broken.ts(2740,32): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2740,62): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2740,71): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2740,87): error TS1443: Module declaration names may only use ' or " quoted strings.
../server/routes-broken.ts(2749,24): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2749,32): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2749,61): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2749,70): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2749,85): error TS1443: Module declaration names may only use ' or " quoted strings.
../server/routes-broken.ts(2758,24): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2758,32): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2758,57): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2758,72): error TS1443: Module declaration names may only use ' or " quoted strings.
../server/routes-broken.ts(2784,22): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2784,28): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2784,61): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2784,77): error TS1443: Module declaration names may only use ' or " quoted strings.
../server/routes-broken.ts(2798,22): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2798,28): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2798,60): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2798,75): error TS1443: Module declaration names may only use ' or " quoted strings.
../server/routes-broken.ts(2812,22): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2812,28): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2842,23): error TS1109: Expression expected.
../server/routes-broken.ts(2842,35): error TS1005: ';' expected.
../server/routes-broken.ts(2842,44): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2842,52): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2842,64): error TS1005: '(' expected.
../server/routes-broken.ts(2842,69): error TS1005: ';' expected.
../server/routes-broken.ts(2842,70): error TS1005: ';' expected.
../server/routes-broken.ts(2842,82): error TS1109: Expression expected.
../server/routes-broken.ts(2843,20): error TS1005: ')' expected.
../server/routes-broken.ts(2843,33): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2865,24): error TS1005: ';' expected.
../server/routes-broken.ts(2865,33): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2865,48): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2876,20): error TS1005: ';' expected.
../server/routes-broken.ts(2876,28): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2876,33): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2876,62): error TS1005: ';' expected.
../server/routes-broken.ts(2877,20): error TS1005: ';' expected.
../server/routes-broken.ts(2877,22): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2878,19): error TS1005: ';' expected.
../server/routes-broken.ts(2878,21): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2879,15): error TS1005: ';' expected.
../server/routes-broken.ts(2879,17): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2880,14): error TS1005: ';' expected.
../server/routes-broken.ts(2880,16): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2881,17): error TS1005: ';' expected.
../server/routes-broken.ts(2881,19): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2922,20): error TS1005: ';' expected.
../server/routes-broken.ts(2922,29): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2922,38): error TS1005: '(' expected.
../server/routes-broken.ts(2922,45): error TS1005: ';' expected.
../server/routes-broken.ts(2922,57): error TS1005: ';' expected.
../server/routes-broken.ts(2923,20): error TS1005: ';' expected.
../server/routes-broken.ts(2923,22): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2924,19): error TS1005: ';' expected.
../server/routes-broken.ts(2924,21): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2925,15): error TS1005: ';' expected.
../server/routes-broken.ts(2925,17): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2958,20): error TS1005: ';' expected.
../server/routes-broken.ts(2958,26): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2958,38): error TS1005: '(' expected.
../server/routes-broken.ts(2958,43): error TS1005: ';' expected.
../server/routes-broken.ts(2958,45): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2998,20): error TS1005: ';' expected.
../server/routes-broken.ts(2998,26): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2998,39): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2998,52): error TS1005: '(' expected.
../server/routes-broken.ts(2998,57): error TS1005: ')' expected.
../server/routes-broken.ts(2998,59): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3036,24): error TS1005: ';' expected.
../server/routes-broken.ts(3036,32): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3036,38): error TS1435: Unknown keyword or identifier. Did you mean 'set'?
../server/routes-broken.ts(3036,43): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3036,46): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3063,20): error TS1005: ';' expected.
../server/routes-broken.ts(3063,30): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3063,43): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3063,53): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3114,20): error TS1005: ';' expected.
../server/routes-broken.ts(3114,45): error TS1005: ';' expected.
../server/routes-broken.ts(3114,55): error TS1005: '(' expected.
../server/routes-broken.ts(3114,60): error TS1005: ';' expected.
../server/routes-broken.ts(3114,61): error TS1005: ';' expected.
../server/routes-broken.ts(3114,68): error TS1005: ')' expected.
../server/routes-broken.ts(3114,70): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3149,20): error TS1005: ';' expected.
../server/routes-broken.ts(3149,28): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3149,36): error TS1005: '(' expected.
../server/routes-broken.ts(3149,42): error TS1005: ';' expected.
../server/routes-broken.ts(3149,48): error TS1005: ';' expected.
../server/routes-broken.ts(3149,50): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3162,20): error TS1005: ';' expected.
../server/routes-broken.ts(3162,35): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3162,41): error TS1128: Declaration or statement expected.
../server/routes-broken.ts(3162,43): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3162,55): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3170,20): error TS1005: ';' expected.
../server/routes-broken.ts(3170,24): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3174,20): error TS1005: ';' expected.
../server/routes-broken.ts(3174,24): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3174,38): error TS1005: '(' expected.
../server/routes-broken.ts(3174,39): error TS1005: ';' expected.
../server/routes-broken.ts(3174,52): error TS1005: ';' expected.
../server/routes-broken.ts(3174,54): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3192,20): error TS1005: ';' expected.
../server/routes-broken.ts(3192,30): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3192,38): error TS1005: '(' expected.
../server/routes-broken.ts(3192,39): error TS1005: ';' expected.
../server/routes-broken.ts(3192,52): error TS1005: ';' expected.
../server/routes-broken.ts(3192,54): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3219,22): error TS1005: ';' expected.
../server/routes-broken.ts(3220,19): error TS1005: ';' expected.
../server/routes-broken.ts(3257,20): error TS1146: Declaration expected.
../server/routes-broken.ts(3257,32): error TS1109: Expression expected.
../server/routes-broken.ts(3257,51): error TS1005: ';' expected.
../server/routes-broken.ts(3257,63): error TS1005: '(' expected.
../server/routes-broken.ts(3257,73): error TS1005: ';' expected.
../server/routes-broken.ts(3257,78): error TS1005: '(' expected.
../server/routes-broken.ts(3257,84): error TS1005: ')' expected.
../server/routes-broken.ts(3257,86): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3265,34): error TS1109: Expression expected.
../server/routes-broken.ts(3265,51): error TS1005: ';' expected.
../server/routes-broken.ts(3265,53): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3265,60): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3265,68): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3265,71): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3265,74): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3265,76): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3265,90): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3270,36): error TS1109: Expression expected.
../server/routes-broken.ts(3270,53): error TS1005: ';' expected.
../server/routes-broken.ts(3270,55): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3270,58): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3270,63): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3270,74): error TS1005: '(' expected.
../server/routes-broken.ts(3270,83): error TS1005: ')' expected.
../server/routes-broken.ts(3270,88): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3274,34): error TS1109: Expression expected.
../server/routes-broken.ts(3274,51): error TS1005: ';' expected.
../server/routes-broken.ts(3274,53): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3274,59): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3274,69): error TS1005: '(' expected.
../server/routes-broken.ts(3274,71): error TS1005: ')' expected.
../server/routes-broken.ts(3274,73): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3274,88): error TS1005: '(' expected.
../server/routes-broken.ts(3274,97): error TS1005: ';' expected.
../server/routes-broken.ts(3274,100): error TS1005: ';' expected.
../server/routes-broken.ts(3274,102): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3281,36): error TS1109: Expression expected.
../server/routes-broken.ts(3281,53): error TS1005: ';' expected.
../server/routes-broken.ts(3281,55): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3281,58): error TS1228: A type predicate is only allowed in return type position for functions and methods.
../server/routes-broken.ts(3281,61): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3281,65): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3281,67): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3281,73): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3281,85): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3285,34): error TS1109: Expression expected.
../server/routes-broken.ts(3285,51): error TS1005: ';' expected.
../server/routes-broken.ts(3285,53): error TS1435: Unknown keyword or identifier. Did you mean 'using'?
../server/routes-broken.ts(3285,59): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3285,75): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3291,34): error TS1109: Expression expected.
../server/routes-broken.ts(3291,51): error TS1005: ';' expected.
../server/routes-broken.ts(3291,53): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3291,56): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3291,66): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3291,76): error TS1005: '(' expected.
../server/routes-broken.ts(3291,82): error TS1005: ';' expected.
../server/routes-broken.ts(3291,84): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3295,32): error TS1109: Expression expected.
../server/routes-broken.ts(3295,49): error TS1005: ';' expected.
../server/routes-broken.ts(3295,51): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3305,39): error TS1005: ';' expected.
../server/routes-broken.ts(3305,48): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3305,63): error TS1005: '(' expected.
../server/routes-broken.ts(3305,67): error TS1005: ')' expected.
../server/routes-broken.ts(3309,41): error TS1005: ';' expected.
../server/routes-broken.ts(3309,50): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3309,72): error TS1005: ';' expected.
../server/routes-broken.ts(3309,74): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3315,43): error TS1005: ';' expected.
../server/routes-broken.ts(3315,49): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3315,58): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3315,68): error TS1005: '(' expected.
../server/routes-broken.ts(3315,70): error TS1005: ')' expected.
../server/routes-broken.ts(3315,72): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3319,43): error TS1005: ';' expected.
../server/routes-broken.ts(3319,46): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3319,55): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3319,60): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3319,70): error TS1005: '(' expected.
../server/routes-broken.ts(3319,79): error TS1005: ';' expected.
../server/routes-broken.ts(3319,82): error TS1005: ';' expected.
../server/routes-broken.ts(3319,84): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3327,41): error TS1005: ';' expected.
../server/routes-broken.ts(3327,46): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3327,54): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3327,58): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3327,80): error TS1005: ';' expected.
../server/routes-broken.ts(3327,88): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3333,39): error TS1005: ';' expected.
../server/routes-broken.ts(3333,55): error TS1005: '(' expected.
../server/routes-broken.ts(3333,61): error TS1005: ')' expected.
../server/routes-broken.ts(3333,63): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3336,39): error TS1005: ';' expected.
../server/routes-broken.ts(3336,47): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3336,62): error TS1005: '(' expected.
../server/routes-broken.ts(3336,64): error TS1005: ')' expected.
../server/routes-broken.ts(3336,66): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3340,43): error TS1005: ';' expected.
../server/routes-broken.ts(3343,43): error TS1005: ';' expected.
../server/routes-broken.ts(3357,37): error TS1109: Expression expected.
../server/routes-broken.ts(3357,38): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3357,40): error TS1128: Declaration or statement expected.
../server/routes-broken.ts(3357,42): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3357,51): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3357,66): error TS1005: '(' expected.
../server/routes-broken.ts(3357,68): error TS1005: ')' expected.
../server/routes-broken.ts(3357,70): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3366,37): error TS1109: Expression expected.
../server/routes-broken.ts(3366,38): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3366,40): error TS1128: Declaration or statement expected.
../server/routes-broken.ts(3366,42): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3366,55): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3382,40): error TS1109: Expression expected.
../server/routes-broken.ts(3382,41): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3382,43): error TS1128: Declaration or statement expected.
../server/routes-broken.ts(3382,45): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3382,54): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3382,69): error TS1005: '(' expected.
../server/routes-broken.ts(3382,71): error TS1005: ')' expected.
../server/routes-broken.ts(3382,73): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3390,40): error TS1109: Expression expected.
../server/routes-broken.ts(3390,41): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3390,43): error TS1128: Declaration or statement expected.
../server/routes-broken.ts(3390,45): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3390,58): error TS1435: Unknown keyword or identifier. Did you mean 'delete'?
../server/routes-broken.ts(3390,66): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3390,81): error TS1005: '(' expected.
../server/routes-broken.ts(3390,83): error TS1005: ')' expected.
../server/routes-broken.ts(3390,85): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3402,32): error TS1109: Expression expected.
../server/routes-broken.ts(3402,48): error TS1005: ';' expected.
../server/routes-broken.ts(3402,50): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3402,62): error TS1005: '(' expected.
../server/routes-broken.ts(3402,71): error TS1005: ';' expected.
../server/routes-broken.ts(3402,76): error TS1005: '(' expected.
../server/routes-broken.ts(3402,82): error TS1005: ')' expected.
../server/routes-broken.ts(3402,84): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3410,34): error TS1109: Expression expected.
../server/routes-broken.ts(3410,50): error TS1005: ';' expected.
../server/routes-broken.ts(3410,52): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3410,59): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3410,67): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3410,70): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3410,73): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3410,75): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3410,89): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3414,36): error TS1109: Expression expected.
../server/routes-broken.ts(3414,52): error TS1005: ';' expected.
../server/routes-broken.ts(3414,54): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3414,57): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3414,62): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3414,73): error TS1005: '(' expected.
../server/routes-broken.ts(3414,82): error TS1005: ')' expected.
../server/routes-broken.ts(3414,87): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3418,34): error TS1109: Expression expected.
../server/routes-broken.ts(3418,50): error TS1005: ';' expected.
../server/routes-broken.ts(3418,52): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3418,58): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3418,68): error TS1005: '(' expected.
../server/routes-broken.ts(3418,70): error TS1005: ')' expected.
../server/routes-broken.ts(3418,72): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3418,87): error TS1005: '(' expected.
../server/routes-broken.ts(3418,96): error TS1005: ';' expected.
../server/routes-broken.ts(3418,99): error TS1005: ';' expected.
../server/routes-broken.ts(3418,101): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3425,36): error TS1109: Expression expected.
../server/routes-broken.ts(3425,52): error TS1005: ';' expected.
../server/routes-broken.ts(3425,54): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3425,57): error TS1228: A type predicate is only allowed in return type position for functions and methods.
../server/routes-broken.ts(3425,60): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3425,64): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3425,66): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3425,72): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3425,84): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3429,34): error TS1109: Expression expected.
../server/routes-broken.ts(3429,50): error TS1005: ';' expected.
../server/routes-broken.ts(3429,52): error TS1435: Unknown keyword or identifier. Did you mean 'using'?
../server/routes-broken.ts(3429,58): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3429,74): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3433,32): error TS1109: Expression expected.
../server/routes-broken.ts(3433,48): error TS1005: ';' expected.
../server/routes-broken.ts(3433,50): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3433,56): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3433,75): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3433,88): error TS1005: '(' expected.
../server/routes-broken.ts(3433,94): error TS1005: ';' expected.
../server/routes-broken.ts(3433,96): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3443,37): error TS1005: ';' expected.
../server/routes-broken.ts(3443,46): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3443,59): error TS1005: '(' expected.
../server/routes-broken.ts(3443,63): error TS1005: ')' expected.
../server/routes-broken.ts(3447,39): error TS1005: ';' expected.
../server/routes-broken.ts(3447,48): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3447,70): error TS1005: ';' expected.
../server/routes-broken.ts(3447,72): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3453,41): error TS1005: ';' expected.
../server/routes-broken.ts(3453,47): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3453,56): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3453,66): error TS1005: '(' expected.
../server/routes-broken.ts(3453,68): error TS1005: ')' expected.
../server/routes-broken.ts(3453,70): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3457,41): error TS1005: ';' expected.
../server/routes-broken.ts(3457,44): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3457,53): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3457,58): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3457,68): error TS1005: '(' expected.
../server/routes-broken.ts(3457,77): error TS1005: ';' expected.
../server/routes-broken.ts(3457,80): error TS1005: ';' expected.
../server/routes-broken.ts(3457,82): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3462,37): error TS1005: ';' expected.
../server/routes-broken.ts(3462,53): error TS1005: '(' expected.
../server/routes-broken.ts(3462,59): error TS1005: ')' expected.
../server/routes-broken.ts(3462,61): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3465,37): error TS1005: ';' expected.
../server/routes-broken.ts(3465,45): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3465,58): error TS1005: '(' expected.
../server/routes-broken.ts(3465,60): error TS1005: ')' expected.
../server/routes-broken.ts(3465,62): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3469,41): error TS1005: ';' expected.
../server/routes-broken.ts(3472,41): error TS1005: ';' expected.
../server/routes-broken.ts(3486,35): error TS1109: Expression expected.
../server/routes-broken.ts(3486,36): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3486,38): error TS1128: Declaration or statement expected.
../server/routes-broken.ts(3486,40): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3486,49): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3486,62): error TS1005: '(' expected.
../server/routes-broken.ts(3486,64): error TS1005: ')' expected.
../server/routes-broken.ts(3486,66): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3495,35): error TS1109: Expression expected.
../server/routes-broken.ts(3495,36): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3495,38): error TS1128: Declaration or statement expected.
../server/routes-broken.ts(3495,40): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3495,53): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3511,38): error TS1109: Expression expected.
../server/routes-broken.ts(3511,39): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3511,41): error TS1128: Declaration or statement expected.
../server/routes-broken.ts(3511,43): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3511,52): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3511,65): error TS1005: '(' expected.
../server/routes-broken.ts(3511,67): error TS1005: ')' expected.
../server/routes-broken.ts(3511,69): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3519,38): error TS1109: Expression expected.
../server/routes-broken.ts(3519,39): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3519,41): error TS1128: Declaration or statement expected.
../server/routes-broken.ts(3519,43): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3519,56): error TS1435: Unknown keyword or identifier. Did you mean 'delete'?
../server/routes-broken.ts(3519,64): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3519,77): error TS1005: '(' expected.
../server/routes-broken.ts(3519,79): error TS1005: ')' expected.
../server/routes-broken.ts(3519,81): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3530,36): error TS1005: ';' expected.
../server/routes-broken.ts(3530,45): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3532,36): error TS1005: ';' expected.
../server/routes-broken.ts(3532,42): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3548,35): error TS1109: Expression expected.
../server/routes-broken.ts(3548,36): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3548,45): error TS1128: Declaration or statement expected.
../server/routes-broken.ts(3548,47): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3548,56): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3548,69): error TS1005: '(' expected.
../server/routes-broken.ts(3548,72): error TS1005: ')' expected.
../server/routes-broken.ts(3552,37): error TS1109: Expression expected.
../server/routes-broken.ts(3552,38): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3552,47): error TS1128: Declaration or statement expected.
../server/routes-broken.ts(3552,49): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3552,57): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3552,68): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3571,33): error TS1109: Expression expected.
../server/routes-broken.ts(3571,50): error TS1005: ';' expected.
../server/routes-broken.ts(3571,52): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3571,61): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3571,74): error TS1005: '(' expected.
../server/routes-broken.ts(3571,80): error TS1005: ';' expected.
../server/routes-broken.ts(3571,81): error TS1005: ';' expected.
../server/routes-broken.ts(3573,33): error TS1109: Expression expected.
../server/routes-broken.ts(3573,50): error TS1005: ';' expected.
../server/routes-broken.ts(3573,52): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3573,58): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3573,77): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3573,90): error TS1005: '(' expected.
../server/routes-broken.ts(3573,96): error TS1005: ';' expected.
../server/routes-broken.ts(3573,97): error TS1005: ';' expected.
../server/routes-broken.ts(3588,36): error TS1109: Expression expected.
../server/routes-broken.ts(3588,53): error TS1005: ';' expected.
../server/routes-broken.ts(3588,55): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3588,65): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3588,73): error TS1434: Unexpected keyword or identifier.
